Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.53797931684525,2.64867511295262,4.13826758157036,6.12435373762833,3.48017491799561,5.64286141093268,3.00804779775493,4.47231278246069,6.2758671660702,6.32114254507779,5.11496871403365,6.20786098645996,4.89043542507672,3.94213813939555,-0.363735739528678,4.57844540313283,5.07998079916527,-0.210653450960095,5.35669983130138,1.73148542809489,-0.144294518362841,2.01125436553259,2.97308802055163,0.0512752525777955,2.4986784712659,2.30139280099837,1.35716798439928,3.29588020740688,3.88707478770178,4.34564156052724,3.44162739232672,2.09352472320464,0.526809482420504,2.40211876340426,2.66798366552709,2.34953509672661,2.09359647615659,3.58143100907364,3.55633024060906,3.37572197324998,1.26717046902299,1.65154940733892,0.941473311999275,2.73511851844388,2.24406681223554,3.45404103230437,3.72741517552969,1.46042519318141,-3.76458048308088,1.83709459152502,2.92279763636382,0.68044437424868,0.0255041006158336,0.828733875377921,1.09185423166194,1.45091543821485,3.03527267887569
Austria,AUT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,4.96071718349174,2.02146966677641,3.47146615932409,5.41933601415161,2.81001278561557,4.90447900377775,2.24100975848391,3.93124182887794,5.90949592643494,5.95049653114532,4.64694285980538,5.59238143143921,4.31090588849487,3.76537310003458,-0.0990303882549455,4.76336983899198,5.03964781805539,-0.129830243272394,5.53644786427436,1.73137762504751,-0.398620345956914,1.93812116345225,3.13962807015436,0.0575735826326707,2.45056564523235,2.23640194418245,1.29304519947331,3.14974681700203,3.42010175478813,3.55354780679772,2.41398607332788,0.976092344998023,-0.298754084574909,2.00876163457851,2.51091282812396,2.21143617604285,1.97797299798917,3.46783513002163,3.35504365734644,3.12743647673042,0.88026136896886,1.15267183898602,0.450948906888087,2.09970947546967,1.54987879443256,2.94341705883517,3.39173070181498,1.14330863158605,-4.01634234125126,1.59257804102806,2.5764486696057,0.2224493798455,-0.562299550514851,0.0437866825707687,-0.0350498190565958,0.359739594882626,2.18677558047276
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.42000007629395,3.58999991416931,4.25,3.52999997138977,4.34999990463257,5.28000020980835,5.15000009536743,5.51999998092651,4.69999980926514,4.69000005722046,4.01000022888184,4.84999990463257,4.78000020980835,5.82999992370605,5.63000011444092,5.23999977111816,4.8600001335144,4.13000011444092,5.30000019073486,4.82000017166138,4.55999994277954,4.86999988555908,5.32999992370605,5.61999988555908,5.71999979019165,6.01000022888184,5.5
Austria,AUT,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.33400011062622,3.46099996566772,4.07000017166138,3.20799994468689,3.92499995231628,5.33599996566772,5.05900001525879,5.46799993515015,4.65199995040894,4.76399993896484,3.91400003433228,5.10699987411499,5.13100004196167,5.78499984741211,5.44000005722046,4.94000005722046,4.49100017547607,3.89199995994568,5.48400020599365,4.98199987411499,4.5460000038147,4.93499994277954,5.36700010299683,5.82999992370605,6.08400011062622,6.42600011825562,5.91200017929077
Austria,AUT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.54399991035461,3.77099990844727,4.5,3.95700001716614,4.9060001373291,5.20599985122681,5.26900005340576,5.58799982070923,4.76200008392334,4.5939998626709,4.13399982452393,4.52699995040894,4.34000015258789,5.88500022888184,5.8600001335144,5.59999990463257,5.30200004577637,4.41200017929077,5.08400011062622,4.63100004196167,4.57600021362305,4.79500007629395,5.28700017929077,5.38000011444092,5.30399990081787,5.53599977493286,5.0310001373291
Austria,AUT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,2.79999995231628,2.40000009536743,1.5,1.29999995231628,1.20000004768372,1.29999995231628,2,2,1.79999995231628,2.09999990463257,2,1.89999997615814,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.30140018463135,4.82000017166138,4.56379985809326,4.86499977111816,5.33479976654053,5.61969995498657,5.72270011901855,6.01380014419556,5.49900007247925
Austria,AUT,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,..,..,..,2,1.60000002384186,0.899999976158142,0.699999988079071,0.600000023841858,0.800000011920929,1.5,1.60000002384186,1.39999997615814,1.70000004768372,1.70000004768372,1.60000002384186,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.48699998855591,4.98470020294189,4.54629993438721,4.93410015106201,5.37050008773804,5.82959985733032,6.08720016479492,6.42710018157959,5.90980005264282
Austria,AUT,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,..,..,..,4,3.79999995231628,2.40000009536743,2.29999995231628,2.09999990463257,2.20000004768372,2.79999995231628,2.70000004768372,2.5,2.59999990463257,2.5,2.29999995231628,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.08629989624023,4.63000011444092,4.583899974823,4.78649997711182,5.29440021514893,5.38299989700317,5.31010007858276,5.5443000793457,5.03299999237061
Austria,AUT,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.9779968261719,69.9990005493164,70.120002746582,69.9550018310547,70.2170028686523,70.3219985961914,69.7040023803711,69.0100021362305,69.0169982910156,69.1100006103516,68.8939971923828,67.8860015869141,68.2259979248047,68.0120010375977,64.8580017089844,66.1289978027344,66.3119964599609,67.1989974975586,67.1500015258789,67.0579986572266,66.8639984130859,66.625,66.6480026245117,66.6419982910156,66.1019973754883,65.9940032958984,66.2220001220703,66.0130004882813
Austria,AUT,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.4329986572266,43.7869987487793,44.9900016784668,45.5690002441406,47.9560012817383,48.8079986572266,48.3409996032715,48.2980003356934,48.8129997253418,48.9799995422363,48.9440002441406,48.7789993286133,50.1539993286133,50.185001373291,49.359001159668,50.6669998168945,51.242000579834,52.1160011291504,52.6759986877441,53.3730010986328,53.5069999694824,53.8400001525879,54.3359985351563,54.5970001220703,54.5610008239746,54.5359992980957,54.9469985961914,54.951000213623
